táimid	ˈt̪ˠɑːmʲədʲ
snáfa	ˈsˠn̪ˠɑːfˠə
cáide	ˈkɑːdʲə
táin	t̪ˠɑːnʲ
éaló	ˈeːlˠoː
-fí	fʲiː
cé mhéad	ceːˈvʲeːd̪ˠ
Gael	ɡeːlˠ
liach	l̠ʲiəx
Gráinne	ˈɡɾˠɑːn̠ʲə
gar	ɡaɾˠ
ciach	ciəx
ear	aɾˠ
dar	d̪ˠaɾˠ
tagaim	ˈt̪ˠaɡəmʲ
boig	bˠɪɟ
a chéile	əˈçeːlʲə
fuinneoig	ˈfˠɪn̠ʲoːɟ
ndeora	ˈn̠ʲoːɾˠə
bliain	bʲlʲiənʲ
mholta	ˈwɔl̪ˠt̪ˠə
traochta	ˈt̪ˠɾˠiːxt̪ˠə
líneach	ˈl̠ʲiːnʲəx
mbun	mˠunˠ
Tuaisceart Éireann	ˈt̪ˠuəʃcəɾˠt̪ˠ ˈeːɾʲən̪ˠ
dhiúic	juːc
péine	ˈpʲeːnʲə
méine	ˈmʲeːnʲə
tithe ósta	ˌtʲɪhə ˈoːsˠt̪ˠə
léine	ˈl̠ʲeːnʲə
feargach	ˈfʲaɾˠəɡəx
dhaoine	ˈɣiːnʲə
paiteanta	ˈpˠatʲən̪ˠt̪ˠə
dhaidí	ˈɣadʲiː
dlaoi	d̪ˠlˠiː
buíonna	ˈbˠiːn̪ˠə
gríosach	ˈɟɾʲiːsˠəx
guíonna	ˈɡiːn̪ˠə
toirt	t̪ˠɔɾˠtʲ
broc	bˠɾˠɔk
duine fásta	ˈd̪ˠɪnʲə ˈfˠɑːsˠt̪ˠə
fhírinne	ˈiːɾʲən̠ʲə
faoistine	ˈfˠiːʃtʲənʲə
deinim	ˈdʲɛnʲəmʲ
breis	bʲɾʲɛʃ
taisce	ˈt̪ˠaʃcɪ
críonna	ˈcɾʲiːn̪ˠə
doirt	d̪ˠɔɾˠtʲ
goirt	ɡɔɾˠtʲ
sea	ʃa
cathaoireacha	ˈkahiːɾʲəxə
séide	ˈʃeːdʲə
mB	mˠ
gcónaí	ˈɡuːn̪ˠiː
gaisce	ˈɡaʃcɪ
lúba	ˈl̪ˠuːbˠə
déirc	dʲeːɾʲc
tionscadal	ˈtʲin̪ˠsˠkəd̪ˠəlˠ
céide	ˈceːdʲə
gceart	ɟaɾˠt̪ˠ
staid	sˠt̪ˠadʲ
foclóir	ˈfˠɔklˠoːɾʲ
cruit	kɾˠɪtʲ
ciúine	ˈcuːnʲə
sean-	ʃanˠ
brúite	ˈbˠɾˠuːtʲə
marcra	ˈmˠɑɾˠkɾˠə
fheis	ɛʃ
ronnach	ˈɾˠʊn̪ˠəx
scailleagán	ˈsˠkal̠ʲəɡɑːnˠ
clismirt	ˈclʲiʃmʲəɾˠtʲ
urú	ˈʊɾˠuː
fháinne	ˈɑːn̠ʲə
réiteach	ˈɾˠeːtʲəx
imirt	ˈɪmʲəɾˠtʲ
hiomlán	ˈhʊmˠlˠɑːnˠ
thae	heː
nD	n̪ˠ
dromanna	ˈd̪ˠɾˠɔmˠən̪ˠə
tithe	ˈtʲɪhɪ
feachtas	ˈfʲaxt̪ˠəsˠ
mórán	ˈmˠoːɾˠɑːnˠ
ama	ˈamˠə
fiúntach	ˈfʲuːn̪ˠt̪ˠəx
athraithe	ˈahɾˠɪhə
bheidís	ˈvʲɛdʲiːʃ
deireann	ˈdʲɛɾʲən̪ˠ
gC	ɡ
bháisteach	ˈwaːʃtʲəx
náisiúnta	ˈn̪ˠɑːʃuːn̪ˠt̪ˠə
ola	ˈɔlˠə
bhainc	waɲc
áras	ˈɑːɾˠəsˠ
shúil	huːlʲ
éidí	ˈeːdʲiː
dath	d̪ˠah
siúlann	ˈʃuːlˠən̪ˠ
dhúil	ɣuːlʲ
chúil	xuːlʲ
éadáil	ˈeːd̪ˠɑːlʲ
árasán	ˈɑːɾˠəsˠɑːnˠ
cathaoireach	ˈkahiːɾʲəx
tharam	ˈhaɾˠəmˠ
siúil	ʃuːlʲ
áitím	ˈɑːtʲiːmʲ
muilinn	ˈmˠɪlʲən̠ʲ
staca	ˈsˠt̪ˠakə
graeipe	ˈɡɾˠeːpʲə
fheamainn	ˈamˠən̠ʲ
straitéis	ˈsˠt̪ˠɾˠatʲeːʃ
baineann	ˈbˠanʲən̪ˠ
diúil	dʲuːlʲ
léitheoireacht	ˈl̠ʲeːhoːɾʲəxt̪ˠ
dtaca	ˈd̪ˠakə
luígí	ˈl̪ˠiːɟiː
brú	bˠɾˠuː
crú	kɾˠuː
suí	sˠiː
urghabh	ˈʊɾˠɣəu
cótaí	ˈkoːt̪ˠiː
neodar	ˈn̠ʲoːd̪ˠəɾˠ
tuí	t̪ˠiː
pol	pˠɔlˠ
fiarthaí	ˈfʲiəɾˠhiː
díomsa	ˈdʲiːmˠsˠə
ruifíneach	ˈɾˠɪfʲiːnʲəx
maoir	mˠiːɾʲ
cruach	kɾˠuəx
luach	l̪ˠuəx
bruach	bˠɾˠuəx
ndán	n̪ˠɑːnˠ
muiceoil	ˈmˠɪcoːlʲ
bruíon	bˠɾˠiːnˠ
dreach	dʲɾʲax
clú	klˠuː
ghualainn	ˈɣuəlˠən̠ʲ
síniú	ˈʃiːnʲuː
gléasta	ˈɟlʲeːsˠt̪ˠə
geataí	ˈɟat̪ˠiː
chneasta	ˈçɾʲasˠt̪ˠə
céille	ˈceːl̠ʲə
bhfíodóirí	ˈvʲiːd̪ˠoːɾʲiː
dul	d̪ˠʊlˠ
plainc	pˠlˠaɲc
creach	cɾʲax
Márta	ˈmˠɑːɾˠt̪ˠə
a'	ə
másach	ˈmˠɑːsˠəx
uireasach	ˈɪɾʲəsˠəx
cárta	ˈkɑːɾˠt̪ˠə
i ngrá	əˈŋɾˠɑː
fásach	ˈfˠɑːsˠəx
éirímid	ˈeːɾʲiːmʲədʲ
bruis	bˠɾˠɪʃ
réasúnta	ˈɾˠeːsˠuːn̪ˠt̪ˠə
duibhe	ˈd̪ˠɪvʲə
dtí	dʲiː
ciseáin	ˈcɪʃɑːnʲ
dot	d̪ˠɔt̪ˠ
carr	kaːɾˠ
barr	bˠɑːɾˠ
cuach	kuəx
garr	ɡɑːɾˠ
iarr	iəɾˠ
brisid	ˈbʲɾʲɪʃɪdʲ
seastar	ˈʃasˠt̪ˠəɾˠ
guí	ɡiː
bhfeictear	ˈvʲɛctʲəɾˠ
throsc	hɾˠɔsˠk
céibhe	ˈceːvʲə
trach	t̪ˠɾˠɑx
dol	d̪ˠɔlˠ
eol	oːlˠ
aiteach	ˈatʲəx
a-	a
beanna	ˈbʲan̪ˠə
lóistín	ˈl̪ˠoːʃtʲiːnʲ
déanaí	ˈdʲeːn̪ˠiː
tréig	tʲɾʲeːɟ
Cincís	ˈcɪɲciːʃ
ceirt	cɛɾˠtʲ
beirt	bʲɛɾˠtʲ
sceiche	ˈʃcɛçə
fuascailt	ˈfˠuəsˠkəl̠ʲtʲ
séabra	ˈʃeːbˠɾˠə
-tí	tʲiː
banc	bˠaŋk
soir	sˠɛɾʲ
toir	t̪ˠɛɾʲ
peictiúir	ˈpʲɛctʲuːɾʲ
bréidín	ˈbʲɾʲeːdʲiːnʲ
Tuircis	ˈt̪ˠʊɾʲcɪʃ
bheo	vʲoː
goir	ɡɛɾʲ
ort	ɔɾˠt̪ˠ
céilí	ˈceːlʲiː
coir	kɛɾʲ
doir	d̪ˠɛɾʲ
bhfadhb	wəibˠ
trosc	t̪ˠɾˠɔsˠk
íocfaidh	ˈiːkə
bréig	bʲɾʲeːɟ
theo	çoː
gcanna	ˈɡan̪ˠə
duileasc	ˈd̪ˠɪlʲəsˠk
Tiarna	ˈtʲiəɾˠn̪ˠə
maraí	ˈmˠaɾˠiː
gcuan	ɡuənˠ
saoile	ˈsˠiːlʲə
tosaitheoir	ˈt̪ˠɔsˠəhoːɾʲ
leitir	ˈl̠ʲɛtʲəɾʲ
tlú	t̪ˠlˠuː
braiteach	ˈbˠɾˠatʲəx
cá huair	kɑːˈhuəɾʲ
spéir	sˠpʲeːɾʲ
driseach	ˈdʲɾʲɪʃəx
déantóir	ˈdʲeːn̪ˠt̪ˠoːɾʲ
leisce	ˈl̠ʲɛʃcɪ
iascaireacht	ˈiəsˠkəɾʲəxt̪ˠ
ascaill	ˈasˠkəl̠ʲ
tiarna	ˈtʲiəɾˠn̪ˠə
málóid	ˈmˠɑːlˠoːdʲ
gnás	ɡɾˠɑːsˠ
gruagaire	ˈɡɾˠuəɡəɾʲə
claigeann	ˈklˠaɟən̪ˠ
cúthail	ˈkuːhəlʲ
mamaí	ˈmˠamˠiː
chirt	çɪɾˠtʲ
fianna	ˈfʲiən̪ˠə
peitreal	ˈpʲɛtʲɾʲəlˠ
bóthar	ˈbˠoːhəɾˠ
sáil	sˠɑːlʲ
cíche	ˈciːçə
lianna	ˈl̠ʲiən̪ˠə
dtae	d̪ˠeː
iomas	ˈʊmˠəsˠ
éis	eːʃ
fáil	fˠɑːlʲ
Méibhín	ˈmʲeːvʲiːnʲ
cáil	kɑːlʲ
dáil	d̪ˠɑːlʲ
cheaptaí	ˈçapˠt̪ˠiː
tiarnas	ˈtʲiəɾˠn̪ˠəsˠ
éadan	ˈeːd̪ˠənˠ
bhfeicinn	ˈvʲɛcɪn̠ʲ
diail	dʲiəlʲ
hurais	ˈhʊɾˠəʃ
ócáid	ˈoːkɑːdʲ
calma	ˈkalˠəmˠə
miailíteas	ˈmʲiəlʲiːtʲəsˠ
fíochán	ˈfʲiːxɑːnˠ
níochán	ˈnʲiːxɑːnˠ
móid	mˠoːdʲ
nóta	ˈn̪ˠoːt̪ˠə
róid	ɾˠoːdʲ
Bré	bʲɾʲeː
phearsa	ˈfʲaɾˠsˠə
oibre	ˈɛbʲɾʲə
fadú	ˈfˠad̪ˠuː
Stiofán	ˈʃtʲʊfˠɑːnˠ
péacán	ˈpʲeːkɑːnˠ
cóta	ˈkoːt̪ˠə
duine	ˈd̪ˠɪnʲə
íota	ˈiːt̪ˠə
spréite	ˈsˠpʲɾʲeːtʲə
ainmhí	ˈanʲəvʲiː
muine	ˈmˠɪnʲə
frithir	ˈfʲɾʲɪhəɾʲ
cré	cɾʲeː
tuig	t̪ˠɪɟ
teifeach	ˈtʲɛfʲəx
páirc	pˠaːɾʲc
Meireacá	ˈmʲɛɾʲəkɑː
dóid	d̪ˠoːdʲ
bhfeileann	ˈvʲɛlʲən̪ˠ
gíotáil	ˈɟiːt̪ˠɑːlʲ
foilmhe	ˈfˠɛlʲəvʲə
teagmhaigh	ˈtʲaɡwə
muiníl	ˈmˠɪnʲiːlʲ
chruaidh	xɾˠuə
seachtar	ˈʃaxt̪ˠəɾˠ
breoim	bʲɾʲoːmʲ
dhi	jɪ
fuaim	fˠuəmʲ
cráin	kɾˠɑːnʲ
mbó	mˠoː
pearsa	ˈpʲaɾˠsˠə
gráin	ɡɾˠɑːnʲ
dhara	ˈɣaɾˠə
chara	ˈxɑɾˠə
osna	ˈɔsˠn̪ˠə
ithir	ˈihəɾʲ
thóg	hoːɡ
chualathas	ˈxuəlˠəhəsˠ
minc	mʲɪɲc
chú	xuː
greamú	ˈɟɾʲamˠuː
aisce	ˈaʃcɪ
plé	pʲlʲeː
Eoraip	ˈoːɾˠəpʲ
tuaim	t̪ˠuəmʲ
glé	ɟlʲeː
tuirseach	ˈt̪ˠɔɾˠʃəx
clé	clʲeː
pinc	pʲɪɲc
cabaire	ˈkabˠəɾʲə
Cháit	xɑːtʲ
torc	t̪ˠɔɾˠk
tuairim	ˈt̪ˠuəɾʲəmʲ
gruagach	ˈɡɾˠuəɡəx
leatsa	ˈlʲat̪ˠsˠə
a chlog	əˈxlˠoɡ
dtrian	dʲɾʲiənˠ
sábháil	ˈsˠɑːwɑːlʲ
cumas	ˈkʊmˠəsˠ
éadaí	ˈeːd̪ˠiː
múnaid	ˈmˠuːn̪ˠədʲ
fána	ˈfˠɑːn̪ˠə
gaoith	ɡiːh
brostaigh	ˈbˠɾˠʊsˠt̪ˠə
choscair	ˈxɔsˠkəɾʲ
fhichead	ˈɪçəd̪ˠ
riail	ɾˠiəlʲ
iomad	ˈʊmˠəd̪ˠ
fiacha	ˈfʲiəxə
néaltach	ˈn̠ʲeːl̪ˠt̪ˠəx
fórsa	ˈfˠoːɾˠsˠə
ábaltacht	ˈɑːbˠəl̪ˠt̪ˠəxt̪ˠ
áis	ɑːʃ
glasa	ˈɡlˠasˠə
nóinín	ˈn̪ˠoːnʲiːnʲ
léacsach	ˈl̠ʲeːksˠəx
-ós	oːsˠ
báite	ˈbˠɑːtʲə
craoibhe	ˈkɾˠiːvʲə
Íosa	ˈiːsˠə
dtuigeann	ˈd̪ˠɪɟən̪ˠ
iontrálacha	ˈʊn̪ˠt̪ˠɾˠɑːlˠəxə
ráite	ˈɾˠɑːtʲə
fitear	ˈfʲɪtʲəɾˠ
nádúr	ˈn̪ˠaːd̪ˠuːɾˠ
litear	ˈl̠ʲɪtʲəɾˠ
lao	l̪ˠiː
tobar	ˈt̪ˠɔbˠəɾˠ
eorna	ˈoːɾˠn̪ˠə
gamal	ˈɡamˠəlˠ
potaí	ˈpˠɔt̪ˠiː
-íos	iːsˠ
béasach	ˈbʲeːsˠəx
bobaireacht	ˈbˠɔbˠəɾʲəxt̪ˠ
fiú	fʲuː
garga	ˈɡaɾˠəɡə
thura	ˈhʊɾˠə
páipéar	ˈpˠɑːpʲeːɾˠ
ciú	cuː
oiread	ˈɛɾʲəd̪ˠ
haos	hiːsˠ
daoirse	ˈd̪ˠiːɾˠʃə
clóis	klˠoːʃ
mín	mʲiːnʲ
thú	huː
bheirim	ˈvʲɛɾʲəmʲ
saoirse	ˈsˠiːɾˠʃə
féin	fʲeːnʲ
héin	heːnʲ
méin	mʲeːnʲ
gcailín	ˈɡalʲiːnʲ
áitigh	ˈɑːtʲə
taoibh	t̪ˠiːvʲ
só	sˠoː
déin	dʲeːnʲ
leictreoir	ˈlʲɛctʲɾʲoːɾʲ
bó	bˠoː
toirte	ˈt̪ˠɔɾˠtʲə
míos	mʲiːsˠ
líos	l̠ʲiːsˠ
síos	ʃiːsˠ
deagánach	ˈdʲaɡɑːn̪ˠəx
frog	fˠɾˠɔɡ
tnáith	t̪ˠɾˠɑː
spíon	sˠpʲiːnˠ
Saoirse	ˈsˠiːɾˠʃə
uan	uənˠ
glúin	ɡlˠuːnʲ
abar	ˈabˠəɾˠ
déirce	ˈdʲeːɾʲcə
fágtha	ˈfˠɑːkə
fleasc	fʲlʲasˠk
goirid	ˈɡɛɾʲədʲ
daoibh	d̪ˠiːvʲ
cér	ceːɾˠ
dú-	d̪ˠuː
coirp	kɪɾʲpʲ
fan	fˠanˠ
coiteann	ˈkɔtʲən̪ˠ
críon	cɾʲiːnˠ
ghread	jɾʲad̪ˠ
srotha	ˈsˠɾˠɔhə
nid	n̠ʲɪdʲ
dúradar	ˈd̪ˠuːɾˠəd̪ˠəɾˠ
taoide	ˈt̪ˠiːdʲə
dín	dʲiːnʲ
óstach	ˈoːsˠt̪ˠəx
leagann	ˈl̠ʲaɡən̪ˠ
taos	t̪ˠiːsˠ
árasáin	ˈɑːɾˠəsˠɑːnʲ
Caitliceach	ˈkatʲlʲɪcəx
luas	l̪ˠuəsˠ
suas	sˠuəsˠ
síleachtáil	ˈʃiːlʲəxt̪ˠɑːlʲ
rós	ɾˠoːsˠ
éisteacht	ˈeːʃtʲəxt̪ˠ
crómatach	ˈkɾˠoːmˠət̪ˠəx
fós	fˠoːsˠ
gloiní	ˈɡlˠɪnʲiː
buatais	ˈbˠuət̪ˠəʃ
táid	t̪ˠɑːdʲ
lachtach	ˈl̪ˠaxt̪ˠəx
dúthaigh	ˈd̪ˠuːhə
ábhar	ˈɑːwəɾˠ
lampa	ˈl̪ˠamˠpˠə
nod	n̪ˠɔd̪ˠ
leannán	ˈl̠ʲan̪ˠɑːnˠ
mása	ˈmˠɑːsˠə
-aí	iː
rása	ˈɾˠɑːsˠə
náid	n̪ˠɑːdʲ
Chonnacht	ˈxʊn̪ˠəxt̪ˠ
sneachta	ˈʃnʲaxt̪ˠə
dod	d̪ˠɔd̪ˠ
cíora	ˈciːɾˠə
glantóir	ˈɡlˠan̪ˠt̪ˠoːɾʲ
teocht	tʲoːxt̪ˠ
báid	bˠɑːdʲ
mbí	mʲiː
glacann	ˈɡlˠakən̪ˠ
túisce	ˈt̪ˠuːʃcɪ
bhuíoch	wiːx
bagáiste	ˈbˠaɡɑːʃtʲə
Gearmáinis	ˈɟaɾˠəmˠɑːnʲɪʃ
fhlatha	ˈlˠahə
seans	ʃan̪ˠsˠ
thuilleamar	ˈhɪl̠ʲəmˠəɾˠ
duilliúr	ˈd̪ˠɪl̠ʲuːɾˠ
rialtais	ˈɾˠiəl̪ˠt̪ˠəʃ
suíochán	ˈsˠiːxɑːnˠ
campa	ˈkamˠpˠə
ngoile	ˈŋɛlʲə
oscail	ˈɔsˠkəlʲ
níltear	ˈn̠ʲiːl̠ʲtʲəɾˠ
teorainn	ˈtʲoːɾˠən̠ʲ
pras	pˠɾˠasˠ
gcaoimhe	ˈɡiːvʲə
Sabóid	ˈsˠabˠoːdʲ
rabhamar	ˈɾˠawəmˠəɾˠ
díomá	ˈdʲiːmˠɑː
Dé Sathairn	dʲeː ˈsˠahəɾˠnʲ
cuntar	ˈkʊn̪ˠt̪ˠəɾˠ
mathúin	ˈmˠahuːnʲ
fios	fʲɪsˠ
beirid	ˈbʲɛɾʲədʲ
deirid	ˈdʲɛɾʲədʲ
lios	l̠ʲɪsˠ
úsáideoirí	ˈuːsˠɑːdʲoːɾʲiː
mura	ˈmˠʊɾˠə
tosach	ˈt̪ˠɔsˠəx
casfar	ˈkɑsˠfˠəɾˠ
scriúta	ˈʃcɾʲuːt̪ˠə
oscar	ˈɔsˠkəɾˠ
tura	ˈt̪ˠʊɾˠə
phioc	fʲʊk
cheantar	ˈçan̪ˠt̪ˠəɾˠ
tógfar	ˈt̪ˠoːkfˠəɾˠ
bhreoiteacht	ˈvʲɾʲoːtʲəxt̪ˠ
fiar	fʲiəɾˠ
ciar	ciəɾˠ
deinid	ˈdʲɪnʲədʲ
dreamanna	ˈdʲɾʲamˠən̪ˠə
mholtaí	ˈwɔl̪ˠt̪ˠiː
ndosanna	ˈn̪ˠɔsˠən̪ˠə
séimh	ʃeːvʲ
siar	ʃiəɾˠ
riar	ɾˠiəɾˠ
méid	mʲeːdʲ
urra	ˈʊɾˠə
séid	ʃeːdʲ
plaice	ˈpˠlˠacɪ
ghoile	ˈɣɛlʲə
téid	tʲeːdʲ
holaí	ˈhɔlˠiː
chistin	ˈçɪʃtʲənʲ
t-alt	t̪ˠal̪ˠt̪ˠ
bhasa	ˈwasˠə
fóill	fˠoːl̠ʲ
easpag	ˈasˠpˠək
míreanna	ˈmʲiːɾʲən̪ˠə
spáráil	ˈsˠpˠɑːɾˠɑːlʲ
bhfeis	vʲɛʃ
feamainneach	ˈfʲamˠən̠ʲəx
n-alt	n̪ˠal̪ˠt̪ˠ
ghaiscíocha	ˈɣaʃciːxə
dreancaid	ˈdʲɾʲaŋkədʲ
gad	ɡad̪ˠ
grámhar	ˈɡɾˠɑːwəɾˠ
Críostaí	ˈcɾʲiːsˠt̪ˠiː
iad	iəd̪ˠ
dtaisce	ˈd̪ˠaʃcɪ
brúnn	bˠɾˠuːn̪ˠ
córas	ˈkoːɾˠəsˠ
brosna	ˈbˠɾˠɔsˠn̪ˠə
ngar	ŋaɾˠ
iasc	iəsˠk
chos	xɔsˠ
cad	kad̪ˠ
ndoirse	ˈn̪ˠɔɾˠʃə
dolaí	ˈd̪ˠɔlˠiː
ribe	ˈɾˠɪbʲə
Árainn	ˈɑːɾˠən̠ʲ
rialacha	ˈɾˠiəlˠəxə
sé déag	ʃeː dʲeːɡ
char	xaɾˠ
Iúil	uːlʲ
amas	ˈamˠəsˠ
thar	haɾˠ
duid	d̪ˠɪdʲ
cuid	kidʲ
fear	fʲaɾˠ
Fíníneachas	ˈfʲiːnʲiːnʲəxəsˠ
dorais	ˈd̪ˠɔɾˠəʃ
mear	mʲaɾˠ
fead	fʲad̪ˠ
luid	l̪ˠɪdʲ
cead	cad̪ˠ
ghiob	jɪbˠ
muid	mˠɪdʲ
dear	dʲaɾˠ
Poncán	ˈpˠɔŋkɑːnˠ
saoil	sˠiːlʲ
dtor	d̪ˠɔɾˠ
rudaí	ˈɾˠʊd̪ˠiː
cróga	ˈkɾˠoːɡə
bróga	ˈbˠɾˠoːɡə
sead	ʃad̪ˠ
nead	n̠ʲad̪ˠ
miosúr	ˈmʲɪsˠuːɾˠ
mól	mˠoːlˠ
buíocha	ˈbˠiːxə
maratón	ˈmˠaɾˠət̪ˠoːnˠ
SEIF	ʃɛfʲ
chualais	ˈxuəlˠəʃ
chlé	çlʲeː
Gréigis	ˈɟɾʲeːɟɪʃ
Mhacha	ˈwaxə
cise	ˈcɪʃə
cruinne	ˈkɾˠɪn̠ʲə
aidiacht	ˈadʲiəxt̪ˠ
ainmneacha	ˈanʲəmʲnʲəxə
thusa	ˈhusˠə
dusta	ˈd̪ˠʊsˠt̪ˠə
déan	dʲeːnˠ
faobhrach	ˈfˠiːwɾˠəx
arú	ˈaɾˠuː
bhád	wɑːd̪ˠ
dailtín	ˈd̪ˠal̠ʲtʲiːnʲ
athruithe	ˈahɾˠɪhə
cleasach	ˈclʲasˠəx
bachta	ˈbˠaxt̪ˠə
bainim	ˈbˠanʲəmʲ
ceamara	ˈcamˠəɾˠə
baint	bˠan̠ʲtʲ
clogad	ˈklˠɔɡəd̪ˠ
shuí	hiː
gorta	ˈɡɔɾˠt̪ˠə
Pól	pˠoːlˠ
barúil	ˈbˠaɾˠuːlʲ
deoire	ˈdʲoːɾʲə
boc	bˠɔk
bhíothas	ˈvʲiːhəsˠ
barúlach	ˈbˠaɾˠuːlˠəx
gc	ɡ
gae	ɡeː
fágála	ˈfˠɑːɡɑːlˠə
beireann	ˈbʲɛɾʲən̪ˠ
blianta	ˈbʲlʲiən̪ˠt̪ˠə
beiridís	ˈbʲɛɾʲədʲiːʃ
síor-	ʃiːɾʲ
beoir	bʲoːɾʲ
bhF	vʲ
cuideachta	ˈkidʲəxt̪ˠə
gciliméadar	ˈɟɪlʲəmʲeːd̪ˠəɾˠ
ndola	ˈn̪ˠɔlˠə
duibh	d̪ˠɪvʲ
bhfeoil	vʲoːlʲ
dté	dʲeː
bhfuilimid	ˈwɪlʲəmʲədʲ
madra	ˈmˠad̪ˠɾˠə
bhliain	vʲlʲiənʲ
cogal	ˈkɔɡəlˠ
dhiaidh	jiə
bhróin	wɾˠoːnʲ
gcead	ɟad̪ˠ
suain	sˠuənʲ
-úint	uːn̠ʲtʲ
gcósta	ˈɡoːsˠt̪ˠə
bosca	ˈbˠɔsˠkə
facais	ˈfˠakəʃ
prácás	ˈpˠɾˠɑːkɑːsˠ
riartha	ˈɾˠiəɾˠhə
geasa	ˈɟasˠə
cloig	klˠɪɟ
bhuailte	ˈwuəl̠ʲtʲə
breac	bʲɾʲak
straidhn	sˠt̪ˠɾˠəinʲ
dtóireacha	ˈd̪ˠoːɾʲəxə
ghor	ɣɔɾˠ
brádán	ˈbˠɾˠɑːd̪ˠɑːnˠ
fhéadaim	ˈeːd̪ˠəmʲ
daibhreas	ˈd̪ˠɛvʲɾʲəsˠ
aigéad	ˈaɟeːd̪ˠ
bpianta	ˈbʲiən̪ˠt̪ˠə
beo	bʲoː
tóg	t̪ˠoːɡ
seoid	ʃoːdʲ
bádóra	ˈbˠɑːd̪ˠoːɾˠə
bróig	bˠɾˠoːɟ
áirid	ˈɑːɾʲədʲ
bris	bʲɾʲɪʃ
scóig	sˠkoːɟ
theach	hax
gliceas	ˈɟlʲɪcəsˠ
glinne	ˈɟlʲin̠ʲə
billiún	ˈbʲil̠ʲuːnˠ
glóir	ɡlˠoːɾʲ
buan	bˠuən̪ˠ
luide	ˈl̪ˠɪdʲə
muide	ˈmˠɪdʲə
Rúise	ˈɾˠuːʃə
folach	ˈfˠɔlˠəx
ceárta	ˈcɑːɾˠt̪ˠə
glóire	ˈɡlˠoːɾʲə
buinneach	ˈbˠɪn̠ʲəx
bhánaigh	ˈwɑːn̪ˠə
beola	ˈbʲoːlˠə
buntáiste	ˈbˠʊn̪ˠt̪ˠɑːʃtʲə
Chonnachta	ˈxʊn̪ˠəxt̪ˠə
gor	ɡɔɾˠ
bus	bˠʊsˠ
buí	bˠiː
bá	bˠɑː
gorachas	ˈɡɔɾˠəxəsˠ
soladach	ˈsˠɔlˠəd̪ˠəx
bácáil	ˈbˠɑːkɑːlʲ
greis	ɟɾʲɛʃ
báistí	ˈbˠaːʃtʲiː
ré-	ɾˠeː
cailleach	ˈkal̠ʲəx
grianach	ˈɟɾʲiən̪ˠəx
scoláireacht	ˈsˠkɔlˠɑːɾʲəxt̪ˠ
béil	bʲeːlʲ
ruaig	ɾˠuəɟ
gréasaí	ˈɟɾʲeːsˠiː
buíocán	ˈbˠiːkɑːnˠ
grúdlann	ˈɡɾˠuːd̪ˠlˠən̪ˠ
ról	ɾˠoːlˠ
póca	ˈpˠoːkə
chreid	çɾʲɛdʲ
ngráin	ŋɾˠɑːnʲ
búistéara	ˈbˠuːʃtʲeːɾˠə
fuil	fˠɪlʲ
taenna	ˈt̪ˠeːn̪ˠə
caimseog	ˈkamʲʃoːɡ
caitheann	ˈkahən̪ˠ
a	ə
canna	ˈkan̪ˠə
buíon	bˠiːnˠ
caoire	ˈkiːɾʲə
go brách	ɡəˈbˠɾˠɑːx
alt	al̪ˠt̪ˠ
carcair	ˈkaɾˠkəɾʲ
h	h
i	ə
cuil	kɪlʲ
prioc	pʲɾʲʊk
cúigiú	ˈkuːɟuː
craice	ˈkɾˠacə
pluma	ˈpˠlˠʊmˠə
castáil	ˈkasˠt̪ˠɑːlʲ
himeanna	ˈhɪmʲən̪ˠə
léachtóir	ˈl̠ʲeːxt̪ˠoːɾʲ
calrach	ˈkal̪ˠɾˠəx
ceanna	ˈcan̪ˠə
ceannach	ˈcan̪ˠəx
cearr	cɑːɾˠ
ceathair	ˈcahəɾʲ
gcurach	ˈɡʊɾˠəx
céibh	ceːvʲ
iaim	iəmʲ
chan	xan̪ˠ
chantar	ˈxan̪ˠt̪ˠəɾˠ
ceachta	ˈcaxt̪ˠə
cuibhrinn	ˈkɪvʲɾʲən̠ʲ
charachtair	ˈxaɾˠəxt̪ˠəɾʲ
imleacán	ˈimʲlʲəkɑːnˠ
péacóg	ˈpʲeːkoːɡ
charad	ˈxaɾˠəd̪ˠ
chatach	ˈxat̪ˠəx
cheap	çapˠ
i gceart	əˈɟaɾˠt̪ˠ
geal	ɟalˠ
facadar	ˈfˠakəd̪ˠəɾˠ
clamhsán	ˈklˠausˠɑːnˠ
dtosach	ˈd̪ˠɔsˠəx
cheart	çaɾˠt̪ˠ
bail	bˠalʲ
cheo	çoː
huis	hɪʃ
loch salainn	l̪ˠɔx ˈsˠalˠən̠ʲ
boid	bˠɪdʲ
caraos	ˈkaɾˠiːsˠ
Araib	ˈaɾˠəbʲ
goid	ɡɞdʲ
tua	t̪ˠuə
gach	ɡax
leac	l̠ʲak
phianta	ˈfʲiən̪ˠt̪ˠə
bóithrín	ˈbˠoːhɾʲiːnʲ
Inid	ˈɪnʲədʲ
lear	l̠ʲaɾˠ
chuain	xuənʲ
chuala	ˈxuəlˠə
cáibín	ˈkɑːbʲiːnʲ
chruit	xɾˠɪtʲ
beithir	ˈbʲɛhəɾʲ
chéasta	ˈçeːsˠt̪ˠə
chóta	ˈxoːt̪ˠə
chúb	xuːbˠ
ciaróg	ˈciəɾˠoːɡ
farraige	ˈfˠaɾˠəɟə
preas	pʲɾʲasˠ
