word,tags,ipa,results,match,dolgo
'banana',,bˠəˈn̪ˠan̪ˠə,ˈbˠan̪ˠən̪ˠə,60,0.71
'iompar',,ˈʊmˠpˠəɾˠ,ˈiəmˠpˠəɾˠ,82,0.85
'áití',,ˈɑːtʲiː,ˈɑːtʲiː,100,1.0
'lastoir',,l̪ˠasˠˈt̪ˠɛɾʲ,ˈlˠasˠt̪ˠəɾˠ,63,0.73
'fhlatha',,ˈlˠahə,lˠahə,77,0.82
'deineann',,ˈdʲɪnʲən̪ˠ,ˈdʲɛnʲən̪ˠ,94,0.94
'ruóg',,ˈɾˠuːoːɡ,ˈɾˠuoːɡ,85,0.88
'thuilleamar',,ˈhɪl̠ʲəmˠəɾˠ,ˈhɪlʲəmˠəɾˠ,90,0.91
'deisealán',,ˈdʲɛʃəlˠɑːnˠ,ˈdʲɛʃəlˠɑːn̪ˠ,91,0.92
'castóir',,kˠasˠ.ˈtˠoːɾʲ, ˈkˠasˠ.tˠoɾʲ,ˈkasˠt̪ˠóɾʲ,65,0.74
'dhíbhse',,ˈjiːvʲʃə,ˈjiːvʲʃə,100,1.0
'liosta',,ˈl̠ʲɪsˠt̪ˠə,ˈlʲiəsˠt̪ˠə,78,0.83
'anrud',,ˈan̪ˠɾˠʌd̪ˠ,ˈan̪ˠɾˠəd̪ˠ,89,0.90
'Máire',,ˈmˠɑːɾʲə,ˈmˠɑːɾʲə,100,1.0
'brisfidh',,ˈbʲɾʲɪʃiː, ˈbʲɾʲɪʃə,ˈbʲɾʲɪʃfʲə,83,0.86
'cruachan',,ˈkɾˠuəxənˠ,ˈkɾˠuəxən̪ˠ,88,0.90
'siúinéara',,ˈʃuːnʲeːɾˠə,ˈʃúnʲeːɾˠə,84,0.86
'fírinne',,ˈfʲiːɾʲən̠ʲə,ˈfʲiːɾʲən̪ˠə,85,0.88
'abhna',,ˈoːn̪ˠə,ˈəun̪ˠə,75,0.80
'chomh luath is',,xəˈl̪ˠuəsˠ,ˈxəu lˠuəh əsˠ,50,0.67
'cúl',,kuːlˠ, kuːl̪ˠ,kuːlˠ,100,1.0
'drama',,ˈd̪ˠɾˠamˠə,ˈd̪ˠɾˠamˠə,100,1.0
'chearnóg',,ˈçɑːɾˠn̪ˠoːɡ,ˈçaɾˠn̪ˠoːɡ,81,0.85
'siúlta',,ˈʃuːl̪ˠt̪ˠə,ˈʃuːl̪ˠt̪ˠə,100,1.0
'catach',,ˈkat̪ˠəx,ˈkat̪ˠəx,100,1.0
'tháinig',,ˈhɑːnʲɪɟ,ˈhɑːnʲəc,78,0.82
'siúlóid',,ˈʃuːlˠoːdʲ,ˈʃuːlˠódʲ,81,0.84
'feoil',,fʲoːlʲ,fʲoːlʲ,100,1.0
'othar',,ˈɔhəɾˠ,ˈɔhəɾˠ,100,1.0
'meaingeal',,ˈmæɲɟəl,ˈmʲaɲəlˠ,46,0.65
'i dtaca le',,(ə)ˈd̪ˠakə lʲe,ə d̪ˠˈakə lʲə,60,0.71
'imím',,ˈimʲiːmʲ,ˈɪmʲiːmʲ,84,0.87
'sloinne',,ˈsˠl̪ˠɪn̠ʲə,ˈsˠlˠɛnʲə,73,0.79
'réimeanna',,ˈɾˠeːmʲən̪ˠə,ˈɾʲeːmʲən̪ˠə,90,0.91
'damhsa',,ˈd̪ˠəusˠə,ˈd̪ˠəusˠə,100,1.0
'óstán',,ˈoːsˠt̪ˠɑːnˠ,ˈoːsˠt̪ˠɑːn̪ˠ,90,0.92
'fite',,ˈfʲɪtʲə,ˈfʲɪtʲə,100,1.0
'slán a bheas tú',,ˈsˠl̪ˠɑːn̪ˠ ə ˈvʲɛsˠ t̪ˠuː,ˈsˠlˠɑːn̪ˠ ə vʲasˠ t̪ˠuː,85,0.88
'leabhar',,l̠ʲəuɾˠ,ˈlʲəuəɾˠ,64,0.74
'gréasán',,ˈɟɾeːsˠɑːnˠ, ˈɟɾeːsˠɑːn̪ˠ,ˈɟɾʲeːsˠɑːn̪ˠ,91,0.92
'pheacaí',,ˈfʲakiː,ˈfʲakiː,100,1.0
'slí',,ˈʃl̠ʲiː,ʃlʲiː,66,0.75
'gor',,ɡɔɾˠ,ɡɔɾˠ,100,1.0
'siabann',,ˈʃiəbˠən̪ˠ,ˈʃiəbˠən̪ˠ,100,1.0
'iarann',,ˈiəɾˠən̪ˠ,ˈiəɾˠən̪ˠ,100,1.0
'lonnaithe',,ˈl̪ˠɔn̪ˠiː,ˈlˠuːn̪ˠəhə,44,0.64
'cairde',,ˈkaːɾˠdʲə, ˈkɑːɾˠdʲə,ˈkaɾʲədʲə,60,0.71
'aici',,ˈɛciː, ˈɛcə,ˈacɪ,62,0.73
'slaghdán',,ˈsˠl̪ˠəid̪ˠɑːnˠ,ˈsˠlˠəd̪ˠɑːn̪ˠ,80,0.83
'tiocfaimid',,ˈtʲʊkəmʲədʲ,ˈtʲiəkfˠəmʲədʲ,72,0.79
'ceirnín',,ˈcɛɾˠn̠ʲiːnʲ,ˈcɛɾʲnʲiːnʲ,80,0.83
'toighe',,t̪ˠiə,ˈt̪ˠɛjə,58,0.71
'faoi deara',,fˠiːˈdʲaɾˠə,fˠiː dʲaɾˠə,88,0.90
'crithim',,ˈcɾʲɪhəmʲ,ˈcɾʲɪhəmʲ,100,1.0
'smúr',,ˈsˠmˠuːɾˠ,sˠmˠuːɾˠ,86,0.88
'foirmle',,ˈfˠɛɾʲəmʲlʲə,ˈfˠɛɾʲmʲlʲə,90,0.91
'stiúideo',,ˈʃtʲuːdʲioː,ˈʃtʲúdʲoː,76,0.81
'tá brón orm',,t̪ˠɑː ˈbˠɾˠoːnˠ ɔɾˠəmˠ,ˈt̪ˠɑː bˠɾˠoːn̪ˠ əɾˠmˠ,75,0.80
'cnoga',,ˈknˠuɡə,ˈkɾˠɔɡə,69,0.76
'náire',,ˈn̪ˠɑːɾʲə,ˈn̪ˠɑːɾʲə,100,1.0
'brac',,bˠɾˠak,bˠɾˠak,100,1.0
'flaith',,fˠlˠa(h), fˠl̪ˠa(h),fˠlˠaç,70,0.77
'cinneadhtheoiric',,ˈcɪn̠ʲəˌhoːɾʲəc,ˈcɪnʲəhoːɾʲəc,84,0.86
'sléibhte',,ˈʃl̠ʲeːfʲtʲə,ˈʃlʲeːvʲtʲə,85,0.87
'capaillín',,ˈkapˠəl̠ʲiːnʲ,ˈkapˠəlˠiːnʲ,85,0.87
'tuama',,ˈt̪ˠuəmˠə,ˈt̪ˠuəmˠə,100,1.0
'craoibhe',,ˈkɾˠiːvʲə,ˈkɾˠiːvʲə,100,1.0
'snua',,sˠn̪ˠuː, sˠn̪ˠuːə,sˠn̪ˠuə,81,0.85
'snámh',,sˠn̪ˠɑːvˠ, sˠn̪ˠɑ̃ːvˠ,sˠn̪ˠáiː,60,0.71
'tríd',,tʲɾʲiːdʲ,tʲɾʲiːdʲ,100,1.0
'snátha',,sˠn̪ˠɑː,ˈsˠn̪ˠɑːhə,70,0.77
'ónarb',,ˈoːnˠəɾˠbˠ,ˈoːn̪ˠəɾˠbˠ,89,0.90
'tarra',,ˈt̪ˠaɾˠə,ˈt̪ˠaɾˠə,100,1.0
'faigh',,fˠəi,fˠə,83,0.86
'brostaigh',,ˈbˠɾˠʊsˠt̪ˠə,ˈbˠɾˠɔsˠt̪ˠə,90,0.91
'soc',,sˠɔk,sˠɔk,100,1.0
'Déardaoin',,ˌdʲeːɾˠˈd̪ˠiːnʲ,ˈdʲeːɾˠd̪ˠiːnʲ,88,0.89
'duibh',,d̪ˠɨ̞vʲ, d̪ˠɪvʲ,d̪ˠəvʲ,91,0.92
'amhráin',,ˈoːɾˠɑːnʲ,ˈɪɾˠɑːnʲ,81,0.84
'mhadraí',,ˈwad̪ˠɾˠiː,ˈwɪd̪ˠɾˠiː,88,0.89
'glinne',,ˈɟlʲin̠ʲə,ˈɟlʲɪnʲə,73,0.79
'mill',,mʲiːlʲ, mʲɪlʲ,mʲɪlʲ,100,1.0
'fuilim',,ˈfˠɪlʲəmʲ,ˈfˠɪlʲəmʲ,100,1.0
'socra',,ˈsˠɔkɾˠə,ˈsˠɔkɾˠə,100,1.0
'cén',,ceːnˠ,ceːnʲ,71,0.78
'mba',,mˠa(h), mˠɑ(h), mˠə,mˠa,71,0.78
'glinn',,ˈɟlʲin̠ʲ,ɟlʲɪnʲ,53,0.68
'mantaíl',,ˈmˠan̪ˠt̪ˠiːlʲ,ˈmˠɪn̠̪ˠt̪ˠəlʲ,70,0.77
'soineanta',,ˈsˠɪnʲən̪ˠt̪ˠə,ˈsˠɛnʲən̪ˠt̪ˠə,95,0.96
'ghníomh',,jɾʲiːvˠ, ʝɾʲiːə̯vˠ,nʲíoiː,27,0.58
'ceilte',,ˈcɛlʲtʲə,ˈcɛl̠ʲtʲə,86,0.88
'ultach',,ˈul̪ˠt̪ˠəx,ˈʊl̪ˠt̪ˠəx,88,0.89
'geilt',,ɟɛl̠ʲtʲ,ɟɛl̠ʲtʲ,100,1.0
'both',,bˠɔ(h),bˠɔç,62,0.73
'thráigh',,hɾˠɑː,hɾˠə,66,0.75
'cótaí',,ˈkoːt̪ˠiː,ˈkoːt̪ˠiː,100,1.0
'hÍ',,hiː,hiː,100,1.0
'diúic',,dʲuːc,ˈdʲúc,37,0.62
'paidir',,ˈpˠadʲəɾʲ,ˈpˠadʲəɾʲ,100,1.0
'as a chéile',,asˠ ə ˈçeːlʲə,asˠ ə ˈçeːlʲə,100,1.0
'sothuigthe',,ˈsˠɔˌhɪcɪ,ˈsˠɔhəɟhə,60,0.71
'Márta',,ˈmˠɑːɾˠt̪ˠə,ˈmˠɑːɾˠt̪ˠə,100,1.0
'ngeallann',,ˈɲal̪ˠən̪ˠ,ˈŋalˠən̪ˠ,76,0.81
'beacha',,ˈbʲaxə,ˈbʲaxə,100,1.0
'ceanna',,ˈcan̪ˠə,ˈcan̪ˠə,100,1.0
'císte',,ˈciːʃtʲə,ˈciːʃtʲə,100,1.0
'gaiste',,ˈɡaʃtʲə,ˈɡaʃtʲə,100,1.0
'leagann',,ˈl̠ʲaɡən̪ˠ,ˈlʲaɡən̪ˠ,88,0.89
'ainmneacha',,ˈanʲəmʲnʲəxə,ˈan̪ʲmʲnʲəxə,78,0.83
'roth',,ɾˠɔ(h),ɾˠɔç,66,0.75
'fírinneach',,ˈfʲiːɾʲən̠ʲəx,ˈfʲiːɾʲən̪ˠəx,86,0.88
'gread',,ɟɾʲad̪ˠ,ɟɾʲad̪ˠ,100,1.0
'gníomh',,ɟɾʲĩːw,ɟɾʲíoiː,58,0.71
'fhéin',,heːnʲ,eːnʲ,85,0.88
'shéabraí',,ˈheːbˠɾˠiː,ˈheːbˠɾˠiː,100,1.0
'molfar',,ˈmˠɔlˠfˠəɾˠ,ˈmˠɔl̪ˠfˠəɾˠ,90,0.91
'thig',,hiɟ,hɪc,25,0.57
'earra',,ˈaɾˠə, ˈfˠʌɾˠuː,ˈaɾˠə,100,1.0
'spáin',,spˠɑːnʲ,sˠpˠɑːnʲ,84,0.87
'céilí',,ˈceːlʲiː,ˈceːlʲiː,100,1.0
'cluifí',,ˈklˠifʲiː, ˈkl̪ˠifʲiː,ˈklˠəfʲiː,85,0.88
'carachtar',,ˈkaɾˠəxt̪ˠəɾˠ,ˈkaɾˠəxt̪ˠəɾˠ,100,1.0
'barra',,ˈbˠaɾˠə,ˈbˠaɾˠə,100,1.0
'puisín',,ˈpˠɪʃiːnʲ,ˈpˠɪʃiːnʲ,100,1.0
'sníomh',,ʃnʲiːw,ʃnʲíoiː,63,0.73
'dó',,d̪ˠoː,d̪ˠoː,100,1.0
'láib',,l̪ˠɑːbʲ,lˠɑːbʲ,83,0.86
'ábhal',,ˈɑːwəlˠ, ˈɑːwəl̪ˠ,ˈáiːəlˠ,66,0.75
'bhuntáiste',,ˈwˠʊn̪ˠt̪ˠɑːʃtʲə,ˈwʊn̪ˠt̪ˠɑːʃtʲə,92,0.93
'athfhás',,ˈaˌhɑːsˠ,ˈɪhɑːsˠ,76,0.81
'óga',,ˈoːɡə,ˈoːɡə,100,1.0
'smuga',,ˈsˠmˠʊɡə,ˈsˠmˠʊɡə,100,1.0
'gáire',,ˈɡɑːɾʲə,ˈɡɑːɾʲə,100,1.0
'ngloiní',,ˈŋlˠɪnʲiː, ˈŋl̪ˠɪnʲiː,ˈŋlˠɛnʲiː,93,0.94
'coláiste',,ˈk(ɔ)lˠɑːʃtʲə,ˈkʊlˠɑːʃtʲə,80,0.84
'diail',,dʲiəlʲ,ˈdʲiəlʲ,81,0.85
'rotha',,ˈɾˠɔhə,ˈɾˠɔhə,100,1.0
'teip',,tʲɛpʲ,tʲɛpʲ,100,1.0
'Tomás',,ˈt̪ˠʊmˠɑːsˠ,ˈt̪ˠʊmˠɑːsˠ,100,1.0
'Dé Sathairn',,dʲeː ˈsˠahəɾˠnʲ,ˈdʲeː sˠahəɾʲnʲ,73,0.79
'éigean',,ˈeːɟənˠ, ˈeːɟən̪ˠ,ˈeːɟən̪ˠ,100,1.0
'is fearr',,(ə)sˠˈfʲɑːɾˠ,əsˠ ˈfʲaːɾˠ,75,0.80
'i bhfeighil',,əˈvʲəilʲ,ə vʲˈɛjəlʲ,50,0.67
'cárta',,ˈkaːɾˠd̪ˠə, ˈkɑːɾˠd̪ˠə, ˈkɑːɾˠt̪ˠə,ˈkɑːɾˠt̪ˠə,100,1.0
'tharamsa',,ˈhaɾˠəmˠsˠə, ˈhɑɾˠəmˠsˠə,ˈhaɾˠəmˠsˠə,100,1.0
'sruith',,sˠɾˠʊ(h),sˠɾˠʊç,75,0.80
'pocaire gaoithe',,ˈpˠɔkəɾʲə ˈɡiːhə,ˈpˠɔkəɾʲə ɡiːhə,92,0.93
'cérb',,ceːɾˠbˠ,ceːɾʲbʲ,63,0.73
'sréin',,sˠɾˠeːnʲ, ʂ(ɽ)eːnʲ,ʃɾʲeːnʲ,61,0.72
'díogacha',,ˈdʲiɡəxə,ˈdʲiːɡəxə,86,0.88
'stadfaidh',,ˈsˠt̪ˠat̪ˠə,ˈsˠt̪ˠad̪ˠfˠə,80,0.84
'tor',,t̪ˠɔɾˠ,t̪ˠɔɾˠ,100,1.0
'cip',,cɪpʲ,cɪpʲ,100,1.0
'char',,xaɾˠ,xaɾˠ,100,1.0
'sochaí',,ˈsˠɔxiː,ˈsˠʊxiː,81,0.85
'stair',,sˠt̪ˠaɾʲ,sˠt̪ˠaɾʲ,100,1.0
'starr',,sˠt̪ˠaːɾˠ, sˠt̪ˠɑːɾˠ,sˠt̪ˠaːɾˠ,100,1.0
'creach',,cɾʲax,cɾʲax,100,1.0
'leac',,l̠ʲak,lʲak,71,0.78
'tálaim',,t̪ˠɑːl̪ˠɪmʲ,ˈt̪ˠɑːlˠəmʲ,73,0.79
'aip',,apʲ,apʲ,100,1.0
'geac',,ɟak,ɟak,100,1.0
'Gaelach',,ˈɡeːl̪ˠəx,ˈɟeːlˠəx,80,0.83
'guth',,ɡu,ɡʊç,33,0.60
'leamhnacht',,ˈl̠ʲaunˠəxt̪ˠ, ˈl̠ʲaun̪ˠəxt̪ˠ,ˈlʲəun̪ˠəxt̪ˠ,80,0.84
'monarcha',,ˈmˠɔnˠəɾˠxə, ˈmˠʊnˠəɾˠxə,ˈmˠɔn̪ˠəɾˠxə,90,0.91
'straidhn',,sˠt̪ˠɾˠəinʲ,sˠt̪ˠɾˠənʲ,94,0.95
'strainséir',,ˈsˠt̪ˠɾˠan̠ʲʃeːɾˠə,ˈsˠt̪ˠɾˠan̪ʲʃeːɾʲ,83,0.86
'san',,sˠənʲ, sˠənˠ, sˠən̪ˠ,sˠan̪ˠ,77,0.82
'bréan',,bʲɾʲeːnˠ,bʲɾʲeːn̪ˠ,86,0.88
'cóir',,koːɾʲ,ˈkóɾʲ,44,0.64
'tuige',,ˈt̪ˠɪɟə,ˈt̪ˠɪɟə,100,1.0
'stádas',,ˈsˠt̪ˠɑːd̪ˠəsˠ,ˈsˠt̪ˠɑːd̪ˠəsˠ,100,1.0
'raon',,ˈɾˠiːnˠ,ɾˠiːn̪ˠ,66,0.75
'stéig',,ˈʃtʲeːɟ,ʃtʲeːc,66,0.75
'pingin',,pʲiːn̠ʲ,ˈpʲɪɲənʲ,35,0.61
'fríthe',,ˈfʲɾʲiːhə,ˈfʲɾʲiːhə,100,1.0
'éileamh',,ˈeːlʲuː,ˈeːlʲəu,72,0.79
'suaimhneas',,ˈsˠiːmʲnʲəsˠ,ˈsˠuənʲəsˠ,68,0.76
'suain',,sˠuənʲ,ˈsˠuənʲ,81,0.85
'leifteán',,ˈl̠ʲɛfʲtʲɑːnˠ,ˈlʲɛfʲtʲeɑːn̪ˠ,78,0.82
'frog',,fˠɾˠɔɡ,fˠɾˠɔɡ,100,1.0
'ó dheas',,oːˈjasˠ, oːˈjæsˠ,oː jasˠ,80,0.83
'suí',,sˠiː,ˈsˠuiː,66,0.75
'chualas',,ˈxuəlˠəsˠ, ˈxuəl̪ˠəsˠ,ˈxuəlˠəsˠ,100,1.0
'suíonn',,sˠiːn̪ˠ,ˈsˠuiːnʲ,41,0.63
'tóir',,t̪ˠoːɾʲ,ˈt̪ˠóɾʲ,61,0.72
'breaca',,ˈbʲɾʲakə,ˈbʲɾʲakə,100,1.0
'muirear',,ˈmˠɪɾʲəɾˠ,ˈmˠɪɾʲəɾˠ,100,1.0
'Éadbhard',,ˈeːd̪ˠwəɾˠd̪ˠ,ˈeːd̪ˠwəɾˠd̪ˠ,100,1.0
'sál',,sˠɑːl̪ˠ,sˠɑːlˠ,83,0.86
'luite',,ˈl̪ˠɪtʲə,ˈlˠɪtʲə,85,0.88
'sás',,sˠɑːsˠ,sˠɑːsˠ,100,1.0
'plainc',,pˠlˠaɲc,pˠlˠan̪ʲc,69,0.76
'suite',,ˈsˠɪtʲə,ˈsˠɪtʲə,100,1.0
'brú',,bˠɾˠuː,bˠɾˠuː,100,1.0
'lámh',,l̪ˠɑːvˠ, l̪ˠɑ̃ːvˠ,lˠáiː,33,0.60
'Cásca',,ˈkɑːsˠkə,ˈkɑːsˠkə,100,1.0
'Máirín',,ˈmˠɑːɾʲiːnʲ,ˈmˠɑːɾʲiːnʲ,100,1.0
'tuite',,ˈt̪ˠɪtʲə,ˈt̪ˠɪtʲə,100,1.0
'himeanna',,ˈhɪmʲən̪ˠə,ˈhɪmʲən̪ˠə,100,1.0
'Daingean',,ˈd̪ˠaŋənˠ, ˈd̪ˠaŋən̪ˠ, ˈd̪ˠæŋənˠ, ˈd̪ˠæŋən̪ˠ,ˈd̪ˠɪŋən̪ˠ,88,0.90
'seanscéal',,ˈʃanˠʃceːlˠ,ˈʃan̪ʲʃceːlˠ,78,0.83
'ospidéil',,ˈɔspʲədʲeːlʲ,ˈɪʃpʲədʲeːlʲ,85,0.87
'domsa',,ˈd̪ˠɔmˠsˠə,ˈd̪ˠɔmˠsˠə,100,1.0
'mbriseanna',,ˈmʲɾʲɪʃən̪ˠə,ˈmʲɾʲəʃən̪ˠə,95,0.96
'pas',,ˈpˠasˠ,pˠasˠ,77,0.82
'sílim',,ˈʃiːlʲəmʲ,ˈʃiːlʲəmʲ,100,1.0
'bríce',,ˈbʲɾʲiːcɪ,ˈbʲɾʲiːcə,93,0.94
'íobairt',,ˈiːbˠəɾˠtʲ,ˈiːbˠəɾʲtʲ,88,0.89
'sínid',,ˈʃiːnʲidʲ,ˈʃiːnʲədʲ,86,0.88
'Loch Garman',,ˌl̪ˠɔx ˈɡaɾˠəmˠənˠ, ˌl̪ˠɔx ˈɡaɾˠəmˠən̪ˠ,ˈlˠɔx ɡəɾˠmˠən̪ˠ,70,0.77
'ar bord',,ɛɾʲ ˈbˠoːɾˠd̪ˠ,əɾˠ ˈbˠɔɾˠəd̪ˠ,68,0.76
'dlúth',,d̪ˠlˠuː, d̪ˠl̪ˠuː,d̪ˠlˠuː,100,1.0
'ar gcúl',,eɾʲˈɡuːlˠ, eɾʲˈɡuːl̪ˠ, əɾʲˈɡuːlˠ,əɾˠ ɡˈuːlˠ,64,0.74
'branra',,ˈbˠɾˠan̪ˠɾˠə,ˈbˠɾˠan̪ˠɾˠə,100,1.0
'leic',,l̠ɛc,lʲɛc,66,0.75
'síthe',,ˈʃiːhə,ˈʃiːhə,100,1.0
'las',,l̪ˠasˠ,lˠasˠ,77,0.82
'iontach',,ˈiən̪ˠt̪ˠəx, ˈiːn̪ˠt̪ˠəx,ˈiən̪ˠt̪ˠəx,100,1.0
'só',,sˠoː,sˠoː,100,1.0
'ar leith',,ɛɾʲˈl̠ʲɛh,əɾˠ ˈlʲɛç,50,0.67
'bheanna',,ˈvʲan̪ˠə,ˈvʲan̪ˠə,100,1.0
'toinne',,ˈt̪ˠɪn̠ʲə,ˈt̪ˠɛnʲə,81,0.84
'graeip',,ɡɾˠeːpʲ,ˈɟɾʲeːpʲ,64,0.74
'cúinne',,ˈkuːn̠ʲə,ˈkún̪ˠə,53,0.68
'fearr',,fʲɑːɾˠ,fʲaːɾˠ,81,0.85
'n-imeanna',,ˈn̠ʲɪmʲən̪ˠə,nʲ-ˈɪmʲən̪ˠə,66,0.75
'tabhartanas',,ˈt̪ˠoːɾˠt̪ˠənˠəsˠ,ˈt̪ˠəuəɾˠt̪ˠən̪ˠəsˠ,78,0.82
'múr',,mˠuːɾˠ,mˠuːɾˠ,100,1.0
'fúinne',,ˈfˠuːn̠ʲə,ˈfˠún̪ˠə,60,0.71
'bharúil',,ˈwaɾˠuːlʲ,ˈwaɾˠúlʲ,78,0.82
'dúinne',,ˈd̪ˠuːn̠ʲə,ˈd̪ˠún̪ˠə,64,0.74
'súmaire',,ˈsˠuːmˠəɾʲə,ˈsˠuːmˠəɾʲə,100,1.0
'túr',,ˈt̪ˠuːɾˠ,t̪ˠuːɾˠ,85,0.88
'neon',,ˈn̠ʲoːnˠ, ˈn̠ʲoːn̪ˠ,nʲoːn̪ˠ,69,0.76
'deartháireacha',,ˈdʲaɾˠhaɾʲəxə,ˈdʲaɾˠhɑːɾʲəxə,83,0.86
'súsán',,ˈsˠuːsˠɑːn̪ˠ,ˈsˠuːsˠɑːn̪ˠ,100,1.0
'brionglóid',,ˈbʲɾʲɪŋlˠoːdʲ, ˈbʲɾʲɪŋl̪ˠoːdʲ,ˈbʲɾʲiuːŋlˠódʲ,69,0.77
'stoc',,ˈsˠt̪ˠɔk,sˠt̪ˠɔk,84,0.87
'réaltra',,ˈɾˠeːl̪ˠt̪ˠɾˠə,ˈɾʲeːl̠ˠt̪ˠɾˠə,88,0.89
'ciceáil',,ˈcɪcaːlʲ,ˈcɪceɑːlʲ,78,0.82
't-ae',,t̪ˠeː,tʲ-eː,50,0.67
'caorthann',,ˈkiːɾˠhən̪ˠ,ˈkiːɾˠhən̪ˠ,100,1.0
't-iúr',,tʲuːɾˠ,tʲ-uːɾˠ,90,0.92
'faoinarbh',,ˈfˠiːnˠəɾˠvˠ,ˈfˠiːn̪ˠəɾˠw,75,0.80
'gága',,ˈɡɑːɡə,ˈɡɑːɡə,100,1.0
't-',,tʲ, t̪ˠ,t̪ˠ,100,1.0
't-ógánach',,ˈt̪ˠoːɡɑːnˠəx,t̪ˠ-ˈoːɡɑːn̪ˠəx,72,0.78
'roinne',,ˈɾˠɪn̠ʲə,ˈɾˠɛnʲə,80,0.83
'milseog',,ˈmʲɪl̠ʲʃoːɡ,ˈmʲɪl̠ʲʃoːɡ,100,1.0
'chreid',,çɾʲɛdʲ,çɾʲɛdʲ,100,1.0
'tabharthach',,ˈt̪ˠauɾˠhəx,ˈt̪ˠəuəɾˠhəx,80,0.83
'bróga',,ˈbˠɾˠoːɡə,ˈbˠɾˠoːɡə,100,1.0
'trínar',,ˈtʲɾʲiːnˠəɾˠ,ˈtʲɾʲiːn̪ˠəɾˠ,91,0.92
'tacair',,ˈt̪ˠakəɾʲ, ˈt̪ˠɑkəɾʲ,ˈt̪ˠakəɾʲ,100,1.0
'cróga',,ˈkɾˠoːɡə,ˈkɾˠoːɡə,100,1.0
'tae',,t̪ˠeː,tʲeː,50,0.67
'draoithe',,ˈd̪ˠɾˠiːhə,ˈd̪ˠɾˠiːhə,100,1.0
'salachar',,ˈsˠalˠəxəɾˠ, ˈsˠal̪ˠəxəɾˠ,ˈsˠalˠəxəɾˠ,100,1.0
'beirim',,ˈbʲɛɾʲəmʲ,ˈbʲɛɾʲəmʲ,100,1.0
'críochnaím',,ˈcɾʲiəxn̪ˠiːmʲ,ˈcɾʲiːxɾˠəmʲ,63,0.73
'mháthair',,ˈwɑːhəɾʲ,ˈwɑːhəɾʲ,100,1.0
'crap',,kɾˠapˠ,kɾˠapˠ,100,1.0
'taighde',,ˈt̪ˠəidʲə,ˈt̪ˠadʲə,80,0.83
'aoibheall',,ˈiːvʲəl̪ˠ,ˈiːvʲəlˠ,86,0.88
'coinne',,ˈkɪn̠ʲə,ˈkɛnʲə,75,0.80
'cialla',,ˈciəl̪ˠə,ˈciəlˠə,84,0.87
'tais',,t̪ˠaʃ,t̪ˠaʃ,100,1.0
'taisc',,t̪ˠaʃc,t̪ˠaʃc,100,1.0
'paragraf',,ˈpˠaɾˠəɡɾˠafˠ,ˈpˠaɾˠəɡɾˠəfˠ,91,0.92
'grinne',,ˈɟɾʲɪn̠ʲə,ˈɟɾʲɪnʲə,88,0.89
'deoch',,dʲox, dʲɔx,dʲoːx,71,0.78
'Sinéad',,ˈʃɪnʲeːd̪ˠ,ˈʃɪnʲeːd̪ˠ,100,1.0
'farraige',,ˈfˠaɾˠəɟə, ˈfˠæɾˠəɟə, ˈfˠɑɾˠəɟə,ˈfˠaɾˠəɟə,100,1.0
'busanna',,ˈbˠʊsˠən̪ˠə,ˈbˠʊsˠən̪ˠə,100,1.0
'íoth',,iː,iː,100,1.0
'salann',,ˈsˠalˠən̪ˠ, ˈsˠal̪ˠən̪ˠ,ˈsˠalˠən̪ˠ,100,1.0
'maitheas',,mˠahəsˠ,ˈmˠahəsˠ,83,0.86
'bas',,bˠasˠ,bˠasˠ,100,1.0
'garga',,ˈɡaɾˠəɡə,ˈɡaɾˠɡə,86,0.88
'uaimh',,uəvʲ,ˈuə,16,0.55
'bhfeoil',,vʲoːlʲ,vʲoːlʲ,100,1.0
'ligh',,l̠ʲiː,lʲɪ,37,0.62
'tarlú',,ˈt̪ˠɑːɾˠl̪ˠuː,ˈt̪ˠaɾˠlˠuː,73,0.79
'Brandubh',,ˈbˠɾˠan̪ˠd̪ˠuː,ˈbˠɾˠan̪ˠd̪ˠəu,86,0.88
'cneasta',,ˈcɾʲasˠt̪ˠə,ˈcɾʲasˠt̪ˠə,100,1.0
'tarrtháil',,ˈt̪ˠɑːɾˠhɑːlʲ,ˈt̪ˠɪɾʲhɑːlʲ,78,0.82
'tarta',,ˈt̪ˠaɾˠt̪ˠə,ˈt̪ˠɛɾˠt̪ˠə,90,0.91
'taspáin',,t̪əˈspˠɑːnʲ,ˈt̪ˠɪsˠpˠɑːnʲ,63,0.73
'díonach',,ˈdʲiːnˠəx,ˈdʲiːn̪ˠəx,87,0.89
'súil',,sˠuːlʲ,ˈsˠúlʲ,50,0.67
'tchí',,tʲiː,tʲçiː,75,0.80
'abraimid',,ˈabˠɾˠəmʲədʲ,ˈabˠɾˠəmʲədʲ,100,1.0
'íosfaidh',,ˈiːsˠiː, ˈiːsˠə, ˈiːsˠɪɟ,ˈiːsˠfˠə,76,0.81
'dhícheall',,ˈjiːçəl̪ˠ,ˈjiːçəlˠ,86,0.88
'fáiscim',,ˈfˠɑːʃcəmʲ,ˈfˠɑːʃcɪmʲ,94,0.94
'duas',,ˈd̪ˠuəsˠ,d̪ˠuəsˠ,84,0.87
'sula',,ˈsˠʊlˠə,ˈsˠʊlˠə,100,1.0
